2024-12-02 05:02:12.176 -05:00 [INF] Starting!
2024-12-02 05:02:12.287 -05:00 [INF] Final total time elapsed hh:mm:ss.fff: 00:00:00.117
2024-12-02 05:02:12.289 -05:00 [INF] Answer: 0
2024-12-02 05:10:17.720 -05:00 [INF] Starting!
2024-12-02 05:10:17.815 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:17.991 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:17.991 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:17.992 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:17.992 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:17.993 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:17.993 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:17.994 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:17.994 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:17.995 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:17.995 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:17.996 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:17.996 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:17.997 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:17.998 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:17.998 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:17.999 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.000 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.000 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.001 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.002 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.002 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.003 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.004 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.005 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.006 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.007 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.007 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.008 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.009 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.010 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.010 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.011 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.012 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.012 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.013 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.014 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.014 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.015 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.016 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.017 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.017 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.018 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.019 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.019 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.020 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.020 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.021 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.021 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.022 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.022 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.023 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.025 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.025 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.026 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.027 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.027 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.028 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.029 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.030 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.030 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.031 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.032 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.032 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.033 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.034 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.034 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.035 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.036 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.036 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.037 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.038 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.039 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.039 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.040 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.040 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.041 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.041 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.042 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.042 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.042 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.043 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.043 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.044 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.044 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.045 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.045 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.046 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.046 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.047 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.047 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.048 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.048 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.049 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.049 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.050 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.050 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.051 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.051 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.052 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.053 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.053 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.054 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.055 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.055 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.056 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.056 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.057 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.058 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.058 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.059 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.059 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.060 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.061 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.061 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.062 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.063 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.063 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.064 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.065 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.065 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.066 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.066 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.067 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.067 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.068 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.068 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.069 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.069 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.070 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.071 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.071 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.072 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.072 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.073 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.073 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.074 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.074 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.075 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.075 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.076 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.077 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.077 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.078 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.078 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.079 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.079 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.080 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.080 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.081 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.081 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.082 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.082 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.083 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.084 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.084 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.085 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.085 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.086 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.086 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.087 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.088 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.088 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.089 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.090 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.090 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.091 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.092 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.092 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.093 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.093 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.094 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.094 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.095 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.096 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.096 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.097 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.097 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.098 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.098 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.099 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.099 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.100 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.100 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.101 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.101 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.101 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.102 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.102 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.103 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.103 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.104 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.104 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.105 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.105 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.105 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.106 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.106 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.107 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.107 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.108 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.109 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.109 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.110 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.111 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.111 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.112 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.113 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.113 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.114 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.115 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.115 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.116 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.116 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.117 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.117 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.118 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.119 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.119 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.120 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.120 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.121 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.122 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.122 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.123 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.124 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.124 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.125 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.125 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.126 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.127 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.127 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.128 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.128 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.129 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.130 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.130 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.131 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.131 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.132 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.132 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.133 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.133 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.134 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.135 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.135 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.136 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.136 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.137 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.137 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.138 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.138 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.139 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.139 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.140 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.140 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.142 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.142 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.143 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.144 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.144 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.145 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.146 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.146 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.147 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.148 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.149 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.149 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.150 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.151 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.151 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.152 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.153 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.154 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.155 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.155 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.156 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.156 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.157 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.157 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.158 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.158 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.159 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.159 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.160 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.160 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.161 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.161 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.162 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.163 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.164 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.164 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.164 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.165 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.165 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.166 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.166 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.167 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.167 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.168 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.168 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
2024-12-02 05:10:18.169 -05:00 [INF] Checked: 2, 3 | Currently Line is: 
2024-12-02 05:10:18.169 -05:00 [INF] Checked: 3, 4 | Currently Line is: 
2024-12-02 05:10:18.170 -05:00 [INF] Checked: 4, 5 | Currently Line is: 
2024-12-02 05:10:18.170 -05:00 [INF] Checked: 5, 6 | Currently Line is: 
2024-12-02 05:10:18.170 -05:00 [INF] Checked: 6, 7 | Currently Line is: 
2024-12-02 05:10:18.171 -05:00 [INF] Checked: 0, 1 | Currently Line is: 
2024-12-02 05:10:18.171 -05:00 [INF] Checked: 1, 2 | Currently Line is: 
